wo_id,vin,opened,odometer,complaint,dtc_code,procedure_id,comeback
WO-002780,SUM62V20231127,2024-05-20,45515,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,false
WO-002781,SUM62V20231134,2024-04-21,93298,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,false
WO-002782,SUM62V20221170,2023-10-11,70184,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,false
WO-002783,SUM62V20221185,2023-11-20,106242,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,false
WO-002784,SUM62V20211132,2024-10-24,128414,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,false
WO-002785,SUM62V20191100,2025-09-17,127052,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,false
WO-002786,SUM62V20201150,2023-05-15,100599,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,false
WO-002787,SUM62V20231176,2023-08-12,137770,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,false
WO-002788,SUM62V20221151,2023-10-15,59371,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,false
WO-002789,SUM62V20191119,2024-02-02,82514,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,false
WO-002790,SUM62V20201165,2023-04-06,96034,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,false
WO-002791,SUM62V20191157,2025-03-04,125739,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,false
WO-002792,SUM62V20231104,2025-01-09,40743,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,false
WO-002793,SUM62V20191114,2024-09-28,44014,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,true
WO-002794,SUM62V20201124,2023-02-11,129582,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,true
WO-002795,SUM62V20211130,2024-03-28,84037,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,false
WO-002796,SUM62V20201124,2025-06-03,124156,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,false
WO-002797,SUM62V20191123,2024-07-08,59382,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,false
WO-002798,SUM62V20211132,2025-12-07,137225,Ignition coil B primary/secondary circuit malfunction,P0352,PROC-IGN-COIL,false
WO-002799,FAL20T20210099,2024-12-13,114275,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002800,FAL20T20200001,2024-12-05,78308,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002801,FAL20T20230076,2024-12-01,96718,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002802,FAL20T20220096,2023-04-21,53749,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002803,FAL20T20230050,2025-01-21,138047,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002804,FAL20T20190032,2023-10-07,118820,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002805,FAL20T20200037,2025-06-11,104676,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002806,FAL20T20190021,2024-07-28,95992,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002807,FAL20T20200024,2023-08-24,65457,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002808,FAL20T20190023,2024-01-01,76094,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002809,FAL20T20210048,2024-11-20,77824,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002810,FAL20T20220056,2025-08-11,136138,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002811,FAL20T20200083,2025-08-02,94898,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002812,FAL20T20200055,2025-02-17,114318,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002813,FAL20T20200037,2023-12-18,28783,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002814,FAL20T20230027,2025-03-08,107643,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002815,FAL20T20210041,2025-04-08,40925,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002816,FAL20T20190030,2025-07-25,127309,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-002817,FAL20T20190098,2024-11-28,54869,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002818,FAL20T20220080,2023-05-16,59862,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002819,FAL20T20200024,2024-02-28,126153,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002820,FAL20T20210007,2024-04-05,26697,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002821,FAL20T20200017,2023-06-02,120876,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002822,FAL20T20210048,2023-11-17,22296,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002823,FAL20T20200001,2025-12-23,91176,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002824,FAL20T20220062,2023-02-04,44078,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002825,FAL20T20210073,2024-11-28,47839,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002826,FAL20T20230040,2025-12-21,43764,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002827,FAL20T20210059,2025-12-10,27681,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002828,FAL20T20190051,2025-12-04,101346,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002829,FAL20T20210092,2025-10-03,41710,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002830,FAL20T20200083,2023-01-11,59455,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-002831,FAL20T20200055,2025-09-20,35032,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002832,FAL20T20190003,2023-07-09,51142,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002833,FAL20T20190003,2024-06-22,126081,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002834,FAL20T20210048,2025-03-25,32151,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002835,FAL1620230104,2024-06-18,89988,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002836,FAL1620200125,2023-02-20,124333,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002837,FAL1620230160,2025-11-06,58996,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002838,FAL1620200141,2024-12-26,32042,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002839,FAL1620210135,2025-11-20,116330,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002840,FAL1620190124,2023-08-26,108298,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002841,FAL1620190186,2025-12-06,103976,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002842,FAL1620220152,2025-12-17,40766,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002843,FAL1620210187,2025-08-02,135608,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002844,FAL1620200158,2024-10-27,90076,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002845,FAL1620220145,2025-09-03,72035,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002846,FAL1620220110,2024-04-06,134322,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002847,FAL1620220167,2024-09-16,111373,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002848,FAL1620220110,2024-06-15,21694,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002849,FAL1620220134,2024-05-10,107263,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002850,FAL1620230163,2025-03-09,62692,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002851,FAL1620200158,2023-09-11,62989,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-002852,FAL1620190168,2025-01-07,74111,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002853,FAL1620210129,2023-12-10,129319,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002854,FAL1620230188,2023-05-08,69726,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002855,FAL1620220107,2025-02-15,62018,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002856,FAL1620200176,2023-08-28,83364,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002857,FAL1620190161,2025-01-03,51809,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002858,FAL1620230185,2023-10-27,61782,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002859,FAL1620200138,2023-10-23,45492,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002860,FAL1620210157,2025-05-19,124092,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002861,FAL1620210157,2024-07-23,27990,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002862,HER2520220239,2024-03-05,49267,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002863,HER2520230220,2025-11-01,109748,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002864,HER2520220274,2025-09-17,65050,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002865,HER2520190209,2023-12-06,68842,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002866,HER2520220280,2025-11-22,124418,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002867,HER2520210234,2023-06-25,124229,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002868,HER2520200241,2025-12-28,75538,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002869,HER2520220289,2024-03-15,40382,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002870,HER2520200283,2023-11-22,67287,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002871,HER2520190224,2025-05-28,91894,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002872,HER2520230297,2023-07-03,33061,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002873,HER2520200275,2025-10-23,84538,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002874,HER2520190246,2023-08-01,57423,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002875,HER2520210262,2024-04-17,76124,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002876,HER2520210249,2024-03-02,116281,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002877,HER2520220281,2025-01-25,24366,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002878,HER2520220260,2023-01-05,81029,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002879,HER2520220239,2025-12-18,76276,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002880,HER2520210234,2024-05-03,135867,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002881,HER2520230232,2023-10-15,107761,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002882,HER2520220293,2025-10-14,23461,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002883,HER2520220276,2023-05-12,99142,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002884,HER2520200261,2025-09-07,24330,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002885,HER2520210262,2023-03-12,125464,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-002886,HER2520230297,2023-04-10,128328,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002887,HER2520230296,2025-01-08,117819,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-002888,HER2520220276,2024-01-27,88041,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002889,HER2520220289,2023-06-14,80933,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002890,HER2520200219,2025-04-14,100015,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002891,HER2520200219,2025-04-20,121211,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002892,HER2520230214,2023-10-06,73890,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002893,HER2520230232,2023-11-22,22556,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-002894,HER2520190258,2024-05-12,106171,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002895,HER2520230217,2025-03-26,81917,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002896,HER2520200240,2023-10-17,68906,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002897,RID67T20231217,2024-06-28,90366,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002898,RID67T20211207,2025-04-02,49727,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002899,RID67T20191267,2024-03-22,59680,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002900,RID67T20191205,2023-03-09,127763,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002901,RID67T20221285,2023-03-22,110817,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002902,RID67T20191282,2025-06-08,126237,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002903,RID67T20231241,2024-01-24,50302,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002904,RID67T20191288,2025-10-07,66778,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002905,RID67T20211244,2023-10-15,90608,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002906,RID67T20191211,2025-11-14,76028,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002907,RID67T20231275,2024-08-18,122078,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002908,RID67T20191223,2025-12-12,59260,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002909,RID67T20191223,2024-10-06,58763,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002910,RID67T20221210,2024-02-23,103139,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-002911,RID67T20201259,2024-06-24,28762,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-002912,RID67T20201292,2024-06-10,43252,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002913,RID67T20211294,2025-05-08,130932,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002914,RID67T20191282,2023-08-14,39153,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-002915,RID67T20221250,2025-12-22,120598,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002916,RID67T20231289,2024-02-22,124560,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002917,RID67T20211244,2023-01-06,137885,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002918,RID67T20231251,2025-10-08,97820,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002919,RID67T20211203,2024-08-26,121659,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002920,RID67T20211280,2024-09-04,97188,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002921,RID67T20201218,2023-01-02,126584,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-002922,RID67T20221238,2025-06-26,134846,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002923,SUM50V20191081,2023-07-18,99315,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002924,SUM50V20201007,2024-03-14,92494,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002925,SUM50V20231029,2024-05-03,32762,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002926,SUM50V20221009,2025-05-08,127810,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002927,SUM50V20201075,2024-04-24,63045,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002928,SUM50V20211002,2025-05-09,94487,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002929,SUM50V20191036,2024-02-24,111326,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002930,SUM50V20201053,2023-07-24,54371,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002931,SUM50V20201053,2024-09-24,76266,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002932,SUM50V20231038,2023-01-17,20507,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002933,SUM50V20201007,2025-04-10,74270,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002934,SUM50V20231046,2023-04-23,91374,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002935,SUM50V20221056,2023-10-20,54001,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002936,SUM50V20231027,2023-07-22,60794,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002937,SUM50V20201074,2025-07-07,86602,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002938,SUM50V20221025,2024-07-25,63386,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002939,SUM50V20191008,2024-06-14,73035,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002940,SUM50V20201073,2025-05-09,46394,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002941,SUM50V20231004,2024-08-26,76782,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002942,SUM50V20231038,2023-08-19,128512,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002943,SUM50V20211096,2025-04-19,121808,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002944,SUM50V20191061,2024-01-15,61795,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-002945,SUM50V20201059,2023-06-13,88483,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002946,SUM50V20221051,2023-07-20,21870,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-002947,SUM50V20221010,2025-06-02,65181,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002948,SUM50V20201055,2025-03-08,110139,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-002949,SUM50V20221089,2024-12-04,38172,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002950,SUM50V20191049,2025-05-23,36249,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002951,SUM50V20201072,2024-06-24,61028,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002952,SUM50V20211067,2025-04-01,121294,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002953,SUM50V20211002,2023-09-09,41892,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-002954,SUM62V20231140,2023-09-16,54370,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002955,SUM62V20191101,2024-10-08,136312,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002956,SUM62V20201147,2023-06-23,36500,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002957,SUM62V20231111,2023-03-17,136889,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002958,SUM62V20231127,2023-03-10,88352,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002959,SUM62V20221161,2024-11-23,38474,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002960,SUM62V20191173,2023-12-06,40105,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002961,SUM62V20231148,2024-03-14,80454,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002962,SUM62V20221110,2023-04-18,104098,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002963,SUM62V20201191,2025-02-22,135225,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002964,SUM62V20201184,2023-02-03,72385,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002965,SUM62V20221178,2025-05-03,78009,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002966,SUM62V20231159,2025-10-12,73220,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002967,SUM62V20201150,2025-09-23,121193,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002968,SUM62V20221153,2025-03-26,134019,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002969,SUM62V20191157,2023-07-07,30589,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002970,SUM62V20201179,2024-02-17,136277,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002971,SUM62V20231187,2024-02-05,115303,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002972,SUM62V20221139,2024-10-04,46519,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002973,SUM62V20201179,2025-10-04,46574,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002974,SUM62V20221110,2023-10-26,136817,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-002975,SUM62V20191149,2024-01-25,132112,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002976,SUM62V20231104,2024-06-15,69245,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002977,SUM62V20221139,2025-02-28,70636,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002978,SUM62V20201168,2024-01-01,69015,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002979,SUM62V20201180,2025-08-14,96298,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002980,SUM62V20211177,2023-02-23,48851,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-002981,SUM62V20191100,2023-06-05,29680,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002982,SUM62V20191169,2025-07-26,49895,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002983,KES15T20190449,2024-08-24,45959,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002984,KES15T20190401,2024-05-19,49680,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002985,KES15T20210450,2024-02-21,28638,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002986,KES15T20210410,2024-04-13,97944,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002987,KES15T20210458,2024-12-23,128691,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002988,KES15T20210470,2024-02-25,72954,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002989,KES15T20210434,2023-08-22,133877,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002990,KES15T20220407,2025-06-28,43117,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002991,KES15T20210435,2024-08-01,127435,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002992,KES15T20200475,2024-02-27,65891,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002993,KES15T20210483,2025-11-17,135568,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002994,KES15T20230488,2023-07-27,88280,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002995,KES15T20200412,2024-03-16,52041,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002996,KES15T20190436,2025-11-08,28606,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002997,KES15T20230428,2023-03-02,28253,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002998,KES15T20210441,2024-04-02,138413,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-002999,KES15T20210486,2025-10-14,40407,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003000,KES15T20230488,2025-11-08,50451,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003001,KES15T20210478,2025-05-13,47958,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003002,KES15T20210424,2023-03-21,62715,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003003,KES15T20230460,2023-04-24,116884,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003004,KES15T20220402,2024-12-01,58661,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003005,KES15T20210493,2023-12-18,136525,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003006,KES15T20200481,2024-03-27,110526,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003007,KES15T20230428,2025-08-17,116818,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003008,KES15T20230471,2024-09-25,24734,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003009,KES15T20230446,2025-12-23,54381,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003010,KES15T20210424,2023-06-14,74854,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003011,KES15T20200439,2024-06-15,62861,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003012,KES15T20200431,2024-04-10,103198,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003013,KES15T20220411,2024-12-22,138997,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003014,KES15T20220411,2023-10-03,133793,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003015,KES15T20230498,2023-02-21,77379,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003016,KES15T20220420,2023-08-18,90349,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003017,KES15T20230419,2024-04-08,74116,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-003018,KES15T20210424,2024-01-12,20169,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-003019,KES20H20190568,2024-08-25,138849,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003020,KES20H20230507,2023-05-05,111809,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003021,KES20H20190539,2025-10-08,83489,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003022,KES20H20220555,2025-07-11,57031,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003023,KES20H20220503,2024-11-21,44123,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003024,KES20H20230587,2025-04-18,34752,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003025,KES20H20200512,2024-03-26,89158,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003026,KES20H20210583,2024-09-07,35830,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003027,KES20H20190568,2024-11-10,114773,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003028,KES20H20190599,2025-12-23,78074,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003029,KES20H20230584,2023-05-15,136077,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003030,KES20H20210552,2024-10-20,52751,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003031,KES20H20220579,2025-06-20,32770,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003032,KES20H20220527,2025-04-11,134273,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003033,KES20H20200502,2024-05-19,56299,System too lean bank 1,P0171,PROC-FUEL-DIAG,true
WO-003034,KES20H20210563,2024-05-03,127565,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003035,KES20H20190561,2024-10-10,34069,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003036,KES20H20190562,2023-02-13,134470,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
WO-003037,KES20H20220553,2024-03-08,29325,System too lean bank 1,P0171,PROC-FUEL-DIAG,false
